,Genotype,Plasmid_counts,Rep_1_counts,Rep_2_counts,Plasmid_RPM,r1_RPM,r2_RPM,r1_FC,r2_FC,avg_FC,neighbors,n_muts
1045205,1.01111E+17,0,0,1,0,0,3.368182798,,inf,,16.98857343,12
91658,1.0121E+14,0,1,0,0,4.540130211,0,inf,,,16.98776987,6
80878,1.01001E+14,0,2,0,0,9.080260422,0,inf,,,16.98761349,9
243915,1.0112E+15,1,4,0,2.069129621,18.16052084,0,8.776888921,0,4.388444461,16.98747037,9
88177,1.012E+14,0,5,1,0,22.70065105,3.368182798,inf,inf,inf,16.96722955,5
32886,1.0001E+13,0,6,3,0,27.24078127,10.10454839,inf,inf,inf,16.95237289,4
1180191,1.10011E+17,0,0,2,0,0,6.736365596,,inf,,16.94790205,14
1330248,1.11001E+17,0,2,0,0,9.080260422,0,inf,,,16.94171381,10
405216,1.001E+16,1,7,6,2.069129621,31.78091148,20.20909679,15.35955561,9.766955432,12.56325552,4.063545946,3
1000801,1.011E+17,0,0,13,0,0,43.78637637,,inf,,16.87406058,6
901780,1.00201E+17,0,0,7,0,0,23.57727959,,inf,,16.84767153,10
33358,1.0001E+13,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,16.84543052,7
528652,1.02012E+16,0,0,1,0,0,3.368182798,,inf,,16.84091399,10
639389,1.1101E+16,0,0,1,0,0,3.368182798,,inf,,16.84091399,8
930786,1.00211E+17,0,0,2,0,0,6.736365596,,inf,,16.84091399,12
88208,1.012E+14,0,1,0,0,4.540130211,0,inf,,,16.82090042,6
358002,1.211E+15,0,2,0,0,9.080260422,0,inf,,,16.80692607,7
435537,1.01E+16,0,1,0,0,4.540130211,0,inf,,,16.76191463,6
168264,2.10201E+14,0,4,0,0,18.16052084,0,inf,,,16.7416228,7
125955,2E+14,0,5,4,0,22.70065105,13.47273119,inf,inf,inf,16.72748896,8
388830,1.0001E+16,1,0,10,2.069129621,0,33.68182798,0,16.27825905,8.139129527,16.71702856,4
265182,1.101E+15,0,0,1,0,0,3.368182798,,inf,,16.71551732,7
526300,1.02012E+16,0,0,1,0,0,3.368182798,,inf,,16.71551732,9
680837,1.11112E+16,0,0,3,0,0,10.10454839,,inf,,16.71551732,9
135319,2.002E+14,0,0,1,0,0,3.368182798,,inf,,16.70199968,7
155261,2.0121E+14,0,0,5,0,0,16.84091399,,inf,,16.65023737,10
378864,1.00001E+16,1,4,10,2.069129621,18.16052084,33.68182798,8.776888921,16.27825905,12.52757399,4.22147192,3
88213,1.012E+14,0,1,0,0,4.540130211,0,inf,,,16.62997537,6
225002,1.0101E+15,0,20,6,0,90.80260422,20.20909679,inf,inf,inf,16.61747547,7
516220,1.0201E+16,0,0,2,0,0,6.736365596,,inf,,16.58998725,9
95901,1.10001E+14,1,8,0,2.069129621,36.32104169,0,17.55377784,0,8.776888921,16.56559987,11
116828,1.11101E+14,0,0,17,0,0,57.25910757,,inf,,16.55611769,11
225060,1.0101E+15,0,2,0,0,9.080260422,0,inf,,,16.51707971,8
924731,1.00211E+17,0,5,1,0,22.70065105,3.368182798,inf,inf,inf,16.49548589,12
990339,1.01011E+17,0,2,0,0,9.080260422,0,inf,,,16.4798067,9
528508,1.02012E+16,0,0,6,0,0,20.20909679,,inf,,16.47858544,10
287898,1.1101E+15,0,0,1,0,0,3.368182798,,inf,,16.46158625,10
1172916,1.10011E+17,0,0,1,0,0,3.368182798,,inf,,16.46158625,9
1185988,1.101E+17,0,0,1,0,0,3.368182798,,inf,,16.46158625,7
1424257,1.11111E+17,0,0,1,0,0,3.368182798,,inf,,16.46158625,12
1201034,1.10101E+17,0,1,0,0,4.540130211,0,inf,,,16.43905033,7
455402,1.0101E+16,0,201,20,0,912.5661724,67.36365596,inf,inf,inf,17.77744149,7
859423,1.00111E+17,0,1,0,0,4.540130211,0,inf,,,16.41499474,10
146894,2.01101E+14,0,0,1,0,0,3.368182798,,inf,,16.32877,6
326871,1.201E+15,0,7,1,0,31.78091148,3.368182798,inf,inf,inf,16.30322999,9
166560,2.102E+14,0,3,0,0,13.62039063,0,inf,,,16.30179872,7
500520,1.02E+16,0,0,4,0,0,13.47273119,,inf,,16.29153467,7
1223301,1.1011E+17,0,1,0,0,4.540130211,0,inf,,,16.27349099,13
88297,1.012E+14,0,1,0,0,4.540130211,0,inf,,,16.27218088,6
792639,1.0001E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,16.27218088,10
375964,1E+16,0,0,3,0,0,10.10454839,,inf,,16.25179922,6
1119828,1.1E+17,2,4,25,4.138259241,18.16052084,84.20456995,4.388444461,20.34782382,12.36813414,8.455992654,4
154396,2.0121E+14,1,0,6,2.069129621,0,20.20909679,0,9.766955432,4.883477716,16.22110754,8
1035027,1.0111E+17,0,0,1,0,0,3.368182798,,inf,,16.20396547,13
433759,1.00112E+16,0,0,1,0,0,3.368182798,,inf,,16.20001411,8
472177,1.01101E+16,0,82,0,0,372.2906773,0,inf,,,16.19643343,6
988104,1.01011E+17,0,4,0,0,18.16052084,0,inf,,,16.16575746,10
42007,1.02E+13,0,0,1,0,0,3.368182798,,inf,,16.15736925,7
404424,1.001E+16,3,16,24,6.207388862,72.64208337,80.83638715,11.70251856,13.02260724,12.3625629,3.929805847,3
1016355,1.01101E+17,0,0,10,0,0,33.68182798,,inf,,16.14662211,8
93885,1.1E+14,0,0,1,0,0,3.368182798,,inf,,16.12894491,9
1358619,1.11011E+17,0,0,1,0,0,3.368182798,,inf,,16.12266367,11
669145,1.1111E+16,0,0,6,0,0,20.20909679,,inf,,16.12184677,9
127539,2.00001E+14,0,7,4,0,31.78091148,13.47273119,inf,inf,inf,16.08361603,8
423421,1.0011E+16,0,1,0,0,4.540130211,0,inf,,,16.07528317,7
3114,1110101100,1,9,3,2.069129621,40.8611719,10.10454839,19.74800007,4.883477716,12.31573889,88.68223321,6
249552,1.1E+15,1,0,15,2.069129621,0,50.52274197,0,24.41738858,12.20869429,16.07026566,4
832218,1.00101E+17,0,0,1,0,0,3.368182798,,inf,,16.06000684,10
997854,1.011E+17,0,0,1,0,0,3.368182798,,inf,,16.06000684,8
1244752,1.102E+17,0,0,2,0,0,6.736365596,,inf,,16.06000684,7
186948,1E+15,3,0,25,6.207388862,0,84.20456995,0,13.56521588,6.782607939,16.05274063,4
88131,1.012E+14,0,3,2,0,13.62039063,6.736365596,inf,inf,inf,16.0298879,5
985227,1.01011E+17,2,3,0,4.138259241,13.62039063,0,3.291333345,0,1.645666673,16.01582423,10
1299423,1.10211E+17,0,5,0,0,22.70065105,0,inf,,,16.0119505,15
837878,1.00101E+17,0,2,0,0,9.080260422,0,inf,,,16.00434776,11
127611,2.00001E+14,0,4,1,0,18.16052084,3.368182798,inf,inf,inf,16.00414513,8
1000851,1.011E+17,1,0,7,2.069129621,0,23.57727959,0,11.39478134,5.697390669,15.99848796,8
1409061,1.1111E+17,0,4,0,0,18.16052084,0,inf,,,15.98027494,13
11767,2.0011E+11,0,0,3,0,0,10.10454839,,inf,,15.97582578,7
1430938,1.112E+17,0,0,3,0,0,10.10454839,,inf,,15.97582578,7
497701,1.02E+16,0,0,9,0,0,30.31364518,,inf,,15.94301729,5
249626,1.1E+15,1,0,24,2.069129621,0,80.83638715,0,39.06782173,19.53391086,15.92860546,6
749580,1E+17,0,79,11,0,358.6702867,37.05001078,inf,inf,inf,14.48409613,6
328238,1.201E+15,0,8,3,0,36.32104169,10.10454839,inf,inf,inf,15.92339829,9
389256,1.0001E+16,0,1,11,0,4.540130211,37.05001078,inf,inf,inf,15.91628036,4
528949,1.021E+16,0,0,8,0,0,26.94546238,,inf,,15.91600306,7
183582,2.11201E+14,0,0,2,0,0,6.736365596,,inf,,15.91286671,9
1382402,1.111E+17,0,1,0,0,4.540130211,0,inf,,,15.90679505,7
728628,1.12102E+16,0,1,0,0,4.540130211,0,inf,,,15.9046751,11
1222053,1.1011E+17,0,1,0,0,4.540130211,0,inf,,,15.89045574,12
1024508,1.01101E+17,0,2,0,0,9.080260422,0,inf,,,15.89030647,13
402450,1.00012E+16,0,3,1,0,13.62039063,3.368182798,inf,inf,inf,15.89028237,11
1245487,1.102E+17,0,4,0,0,18.16052084,0,inf,,,15.84936699,8
94167,1.1E+14,0,4,2,0,18.16052084,6.736365596,inf,inf,inf,15.84160417,9
758810,1E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,15.81662602,6
1182532,1.101E+17,0,0,30,0,0,101.0454839,,inf,,15.7942823,6
127681,2.00001E+14,0,6,0,0,27.24078127,0,inf,,,15.78138986,8
227304,1.01011E+15,0,0,5,0,0,16.84091399,,inf,,15.7707772,6
232488,1.01021E+15,1,0,5,2.069129621,0,16.84091399,0,8.139129527,4.069564763,15.7707772,6
1088380,1.01201E+17,1,0,8,2.069129621,0,26.94546238,0,13.02260724,6.511303621,15.73491541,11
6958,1.01E+11,0,0,1,0,0,3.368182798,,inf,,15.7322516,6
50169,1.101E+13,0,0,1,0,0,3.368182798,,inf,,15.67535016,7
50161,1.101E+13,0,1,0,0,4.540130211,0,inf,,,15.62590348,5
144892,2.0101E+14,0,0,2,0,0,6.736365596,,inf,,15.62032578,8
1194283,1.101E+17,2,3,0,4.138259241,13.62039063,0,3.291333345,0,1.645666673,15.60673702,10
72588,1.002E+14,1,9,3,2.069129621,40.8611719,10.10454839,19.74800007,4.883477716,12.31573889,4.947522132,3
1299453,1.10211E+17,0,1,0,0,4.540130211,0,inf,,,15.59333742,16
880718,1.002E+17,1,0,8,2.069129621,0,26.94546238,0,13.02260724,6.511303621,15.59315942,8
489611,1.01111E+16,0,106,39,0,481.2538024,131.3591291,inf,inf,inf,22.08664485,11
240572,1.0111E+15,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,15.55484529,10
331550,1.20101E+15,0,3,1,0,13.62039063,3.368182798,inf,inf,inf,15.53542011,10
169767,2.1021E+14,0,1,0,0,4.540130211,0,inf,,,15.53253629,10
901828,1.00201E+17,0,0,6,0,0,20.20909679,,inf,,15.52228142,11
454970,1.0101E+16,0,1,0,0,4.540130211,0,inf,,,15.5084807,7
1232541,1.10111E+17,0,2,0,0,9.080260422,0,inf,,,15.5084807,12
1066608,1.012E+17,1,4,0,2.069129621,18.16052084,0,8.776888921,0,4.388444461,15.50230056,6
1299405,1.10211E+17,0,2,0,0,9.080260422,0,inf,,,15.48868414,15
674305,1.11111E+16,1,0,15,2.069129621,0,50.52274197,0,24.41738858,12.20869429,15.48617079,10
209462,1.0011E+15,0,3,1,0,13.62039063,3.368182798,inf,inf,inf,15.40593781,8
1244746,1.102E+17,0,0,2,0,0,6.736365596,,inf,,15.40449636,7
1423620,1.11111E+17,0,0,3,0,0,10.10454839,,inf,,15.40449636,13
1299428,1.10211E+17,0,2,0,0,9.080260422,0,inf,,,15.38403087,15
155116,2.0121E+14,0,0,5,0,0,16.84091399,,inf,,15.37252978,8
528804,1.021E+16,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,15.37252978,5
178890,2.11101E+14,0,0,1,0,0,3.368182798,,inf,,15.36414717,9
499672,1.02E+16,0,0,1,0,0,3.368182798,,inf,,15.36414717,8
785538,1.0001E+17,0,0,3,0,0,10.10454839,,inf,,15.36414717,8
862436,1.00111E+17,0,0,1,0,0,3.368182798,,inf,,15.36414717,10
863466,1.00111E+17,0,0,1,0,0,3.368182798,,inf,,15.36414717,11
22478,1.101E+12,0,1,5,0,4.540130211,16.84091399,inf,inf,inf,15.35901777,5
1315010,1.11E+17,1,13,0,2.069129621,59.02169274,0,28.52488899,0,14.2624445,15.35599879,6
1350708,1.1101E+17,0,2,0,0,9.080260422,0,inf,,,15.34883728,11
225003,1.0101E+15,0,1,0,0,4.540130211,0,inf,,,15.3211835,8
886204,1.002E+17,0,0,1,0,0,3.368182798,,inf,,15.30964743,9
166110,2.102E+14,0,1,0,0,4.540130211,0,inf,,,15.30448203,6
25968,1.2E+12,2,14,11,4.138259241,63.56182295,37.05001078,15.35955561,8.95304248,12.15629905,5.060673793,3
433410,1.00112E+16,0,3,0,0,13.62039063,0,inf,,,15.29908211,11
158787,2.10001E+14,1,8,4,2.069129621,36.32104169,13.47273119,17.55377784,6.511303621,12.03254073,24.37323658,10
150384,2.012E+14,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,15.26649817,4
901762,1.00201E+17,0,0,4,0,0,13.47273119,,inf,,15.23876943,11
473905,1.01101E+16,0,3,0,0,13.62039063,0,inf,,,15.22991016,7
222126,1.01001E+15,0,0,4,0,0,13.47273119,,inf,,15.22695729,6
155260,2.0121E+14,8,0,181,16.55303697,0,609.6410864,0,36.82956111,18.41478055,15.2230764,9
760290,1E+17,0,1,0,0,4.540130211,0,inf,,,15.22042736,10
1004259,1.011E+17,1,0,3,2.069129621,0,10.10454839,0,4.883477716,2.441738858,15.20843918,8
248868,1.1E+15,1,0,20,2.069129621,0,67.36365596,0,32.55651811,16.27825905,15.20224816,4
2593,1100000001,1,5,8,2.069129621,22.70065105,26.94546238,10.97111115,13.02260724,11.9968592,3.52855322,3
41139,1.01101E+13,14,80,17,28.96781469,363.2104169,57.25910757,12.53841274,1.976645742,7.257529243,7.376744569,9
854467,1.0011E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,15.15682259,12
913593,1.0021E+17,0,0,1,0,0,3.368182798,,inf,,15.15682259,10
921057,1.00211E+17,0,1,0,0,4.540130211,0,inf,,,15.12663062,9
749532,1E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,15.11463003,5
1024418,1.01101E+17,1,10,1,2.069129621,45.40130211,3.368182798,21.9422223,1.627825905,11.7850241,39.16712266,10
1275289,1.1021E+17,1,0,2,2.069129621,0,6.736365596,0,3.255651811,1.627825905,15.10536999,6
63000,1E+14,2,0,20,4.138259241,0,67.36365596,0,16.27825905,8.139129527,15.10274644,4
32982,1.0001E+13,0,2,2,0,9.080260422,6.736365596,inf,inf,inf,15.09240636,4
1180188,1.10011E+17,0,0,4,0,0,13.47273119,,inf,,15.08511742,12
124860,2E+14,1,7,5,2.069129621,31.78091148,16.84091399,15.35955561,8.139129527,11.74934257,4.461518784,3
996127,1.011E+17,0,0,1,0,0,3.368182798,,inf,,15.07674111,8
1236997,1.10111E+17,0,0,1,0,0,3.368182798,,inf,,15.07674111,13
1304188,1.10211E+17,0,0,1,0,0,3.368182798,,inf,,15.07674111,12
150340,2.012E+14,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,15.02603854,4
22755,1.101E+12,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,15.01417549,6
646272,1.11011E+16,2,0,11,4.138259241,0,37.05001078,0,8.95304248,4.47652124,14.96082434,6
166392,2.102E+14,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,14.96002769,5
182088,2.112E+14,1,8,0,2.069129621,36.32104169,0,17.55377784,0,8.776888921,14.96002769,7
429031,1.00111E+16,0,1,0,0,4.540130211,0,inf,,,14.95976116,9
674185,1.11111E+16,1,0,10,2.069129621,0,33.68182798,0,16.27825905,8.139129527,14.91672881,10
755106,1E+17,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,14.89267212,10
390552,1.0001E+16,1,0,22,2.069129621,0,74.10002156,0,35.81216992,17.90608496,14.88150218,4
91588,1.0121E+14,0,0,1,0,0,3.368182798,,inf,,14.86408467,5
487128,1.0111E+16,1,4,0,2.069129621,18.16052084,0,8.776888921,0,4.388444461,14.83050541,10
37437,1.01001E+13,0,0,2,0,0,6.736365596,,inf,,14.81542763,10
112074,1.11001E+14,0,0,1,0,0,3.368182798,,inf,,14.81542763,10
1000881,1.011E+17,0,0,1,0,0,3.368182798,,inf,,14.81542763,9
1240524,1.10111E+17,0,0,1,0,0,3.368182798,,inf,,14.81542763,12
957004,1.01001E+17,0,1,0,0,4.540130211,0,inf,,,14.8081677,10
229486,1.0102E+15,0,1,0,0,4.540130211,0,inf,,,14.79289171,9
109725,1.11E+14,0,4,4,0,18.16052084,13.47273119,inf,inf,inf,14.77610314,11
88488,1.012E+14,1,5,0,2.069129621,22.70065105,0,10.97111115,0,5.485555576,14.7652675,5
17595,1.001E+12,0,3,1,0,13.62039063,3.368182798,inf,inf,inf,14.75972946,6
31584,1E+13,1,4,9,2.069129621,18.16052084,30.31364518,8.776888921,14.65043315,11.71366103,3.30217533,3
400832,1.00012E+16,0,0,2,0,0,6.736365596,,inf,,14.74898587,9
485427,1.0111E+16,0,0,4,0,0,13.47273119,,inf,,14.74898587,10
937378,1.01E+17,0,0,2,0,0,6.736365596,,inf,,14.74898587,8
1244812,1.102E+17,0,0,2,0,0,6.736365596,,inf,,14.74898587,7
1249924,1.102E+17,0,0,1,0,0,3.368182798,,inf,,14.74898587,7
374114,1E+16,1,4,9,2.069129621,18.16052084,30.31364518,8.776888921,14.65043315,11.71366103,3.287463112,3
226322,1.0101E+15,0,0,1,0,0,3.368182798,,inf,,14.72069291,10
1034990,1.0111E+17,0,0,2,0,0,6.736365596,,inf,,14.72069291,12
1205892,1.10101E+17,0,0,1,0,0,3.368182798,,inf,,14.72069291,11
189886,1E+15,0,1,0,0,4.540130211,0,inf,,,14.70149992,9
539784,1.02102E+16,0,1,0,0,4.540130211,0,inf,,,14.63881559,7
666852,1.11102E+16,0,1,0,0,4.540130211,0,inf,,,14.57928551,12
38215,1.0101E+13,0,0,1,0,0,3.368182798,,inf,,14.57791107,7
314158,1.2E+15,0,1,0,0,4.540130211,0,inf,,,14.56491688,9
376120,1E+16,1,0,9,2.069129621,0,30.31364518,0,14.65043315,7.325216574,14.55687714,8
99931,1.101E+14,0,0,3,0,0,10.10454839,,inf,,14.54663106,10
1198980,1.10101E+17,0,0,1,0,0,3.368182798,,inf,,14.53527192,9
834648,1.00101E+17,1,6,0,2.069129621,27.24078127,0,13.16533338,0,6.582666691,14.51341857,5
127683,2.00001E+14,12,231,84,24.82955545,1048.770079,282.927355,42.23877793,11.39478134,26.81677964,20.94436681,9
16942,1.00011E+12,0,2,0,0,9.080260422,0,inf,,,14.47808175,7
167400,2.102E+14,0,3,0,0,13.62039063,0,inf,,,14.47610649,7
466643,1.011E+16,0,5,2,0,22.70065105,6.736365596,inf,inf,inf,14.44957588,7
62400,1E+14,1,6,6,2.069129621,27.24078127,20.20909679,13.16533338,9.766955432,11.46614441,3.426964926,3
299409,1.11101E+15,0,0,1,0,0,3.368182798,,inf,,14.43650697,10
764067,1.00001E+17,0,3,0,0,13.62039063,0,inf,,,14.43431127,6
17806,1.00101E+12,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,14.42998381,7
551483,1.02111E+16,0,2,0,0,9.080260422,0,inf,,,14.42169298,12
483723,1.0111E+16,0,0,3,0,0,10.10454839,,inf,,14.42123063,10
784653,1.0001E+17,0,0,1,0,0,3.368182798,,inf,,14.42123063,10
847770,1.0011E+17,0,0,2,0,0,6.736365596,,inf,,14.42123063,10
1298565,1.10211E+17,1,8,0,2.069129621,36.32104169,0,17.55377784,0,8.776888921,14.40184026,15
207374,1.0011E+15,1,0,11,2.069129621,0,37.05001078,0,17.90608496,8.95304248,14.40099683,5
20808,1.1E+12,6,22,54,12.41477772,99.88286464,181.8818711,8.045481511,14.65043315,11.34795733,5.100217634,3
187068,1E+15,2,8,17,4.138259241,36.32104169,57.25910757,8.776888921,13.8365202,11.30670456,3.987664486,3
117211,1.11101E+14,0,0,7,0,0,23.57727959,,inf,,14.39819605,12
368371,1.2112E+15,0,1,0,0,4.540130211,0,inf,,,14.38380404,9
1280881,1.1021E+17,0,4,0,0,18.16052084,0,inf,,,14.38380404,7
1039668,1.0111E+17,0,1,0,0,4.540130211,0,inf,,,14.35120293,11
932860,1.00211E+17,0,0,4,0,0,13.47273119,,inf,,14.34403734,11
500524,1.02E+16,10,0,389,20.69129621,0,1310.223108,0,63.32242772,31.66121386,14.34318998,8
1248511,1.102E+17,0,5,0,0,22.70065105,0,inf,,,14.33749816,8
1248967,1.102E+17,0,4,0,0,18.16052084,0,inf,,,14.33749816,9
236791,1.01101E+15,0,0,1,0,0,3.368182798,,inf,,14.3368343,7
311844,1.2E+15,0,0,1,0,0,3.368182798,,inf,,14.33467113,6
8302,1.0111E+11,1,8,3,2.069129621,36.32104169,10.10454839,17.55377784,4.883477716,11.21862778,26.53382174,8
252324,1.10001E+15,0,0,1,0,0,3.368182798,,inf,,14.32155797,5
46704,1.1E+13,1,8,3,2.069129621,36.32104169,10.10454839,17.55377784,4.883477716,11.21862778,4.224091454,3
1170055,1.10011E+17,0,1,0,0,4.540130211,0,inf,,,14.29499091,9
190122,1.00001E+15,0,0,3,0,0,10.10454839,,inf,,14.28672586,5
38378,1.0101E+13,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,14.27977265,6
107114,1.10201E+14,0,0,3,0,0,10.10454839,,inf,,14.26670809,10
846886,1.0011E+17,0,0,1,0,0,3.368182798,,inf,,14.26670809,9
1347125,1.1101E+17,0,0,1,0,0,3.368182798,,inf,,14.26670809,10
402172,1.00012E+16,0,0,2,0,0,6.736365596,,inf,,14.25336933,9
376332,1E+16,0,3,0,0,13.62039063,0,inf,,,14.24242522,6
1222005,1.1011E+17,0,3,0,0,13.62039063,0,inf,,,14.22586656,11
578935,1.1001E+16,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,14.22393272,7
88216,1.012E+14,0,1,0,0,4.540130211,0,inf,,,14.22011658,6
900892,1.00201E+17,1,0,5,2.069129621,0,16.84091399,0,8.139129527,4.069564763,14.213637,9
374380,1E+16,0,0,6,0,0,20.20909679,,inf,,14.20330408,6
31188,1E+13,3,18,17,6.207388862,81.7223438,57.25910757,13.16533338,9.224346797,11.19484009,4.595120574,3
630723,1.11001E+16,0,4,0,0,18.16052084,0,inf,,,14.15910048,7
95039,1.1E+14,0,0,1,0,0,3.368182798,,inf,,14.13253462,11
287717,1.1101E+15,0,1,0,0,4.540130211,0,inf,,,14.13253462,8
17724,1.00101E+12,1,5,7,2.069129621,22.70065105,23.57727959,10.97111115,11.39478134,11.18294624,7.631947974,4
827745,1.00101E+17,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,14.10875173,8
101635,1.10101E+14,1,0,3,2.069129621,0,10.10454839,0,4.883477716,2.441738858,14.10132603,11
969346,1.0101E+17,0,0,1,0,0,3.368182798,,inf,,14.09347539,10
1235346,1.10111E+17,0,0,2,0,0,6.736365596,,inf,,14.09347539,13
1273012,1.10201E+17,0,0,1,0,0,3.368182798,,inf,,14.09347539,10
376114,1E+16,1,0,11,2.069129621,0,37.05001078,0,17.90608496,8.95304248,14.0716479,8
965889,1.0101E+17,0,1,0,0,4.540130211,0,inf,,,14.0587049,10
602758,1.10102E+16,0,1,0,0,4.540130211,0,inf,,,14.05324712,11
352818,1.2102E+15,0,2,0,0,9.080260422,0,inf,,,14.04536159,7
1249231,1.102E+17,0,1,0,0,4.540130211,0,inf,,,14.04434302,10
461384,1.01012E+16,0,1,0,0,4.540130211,0,inf,,,14.02919153,6
759948,1E+17,1,2,0,2.069129621,9.080260422,0,4.388444461,0,2.19422223,14.02222207,7
453880,1.0101E+16,0,0,1,0,0,3.368182798,,inf,,14.01970754,10
1358545,1.11011E+17,0,0,1,0,0,3.368182798,,inf,,14.01970754,9
140040,2.01E+14,1,5,7,2.069129621,22.70065105,23.57727959,10.97111115,11.39478134,11.18294624,4.376122962,3
17292,1.001E+12,10,38,86,20.69129621,172.524948,289.6637206,8.338044475,13.99930279,11.16867363,6.583896291,3
273468,1.10111E+15,0,0,2,0,0,6.736365596,,inf,,13.99380272,7
155404,2.0121E+14,0,0,4,0,0,13.47273119,,inf,,13.96296548,9
995619,1.011E+17,1,0,4,2.069129621,0,13.47273119,0,6.511303621,3.255651811,13.95911313,6
792109,1.0001E+17,0,0,8,0,0,26.94546238,,inf,,13.95289102,10
1073373,1.01201E+17,0,1,0,0,4.540130211,0,inf,,,13.94967035,11
8770,1.1E+11,0,1,0,0,4.540130211,0,inf,,,13.94056203,6
796094,1.00011E+17,0,0,2,0,0,6.736365596,,inf,,13.92178953,9
800414,1.00011E+17,0,0,9,0,0,30.31364518,,inf,,13.92178953,9
1090173,1.0121E+17,0,0,4,0,0,13.47273119,,inf,,13.92178953,12
225038,1.0101E+15,1,21,11,2.069129621,95.34273443,37.05001078,46.07866684,17.90608496,31.9923759,18.4931922,9
376104,1E+16,0,0,6,0,0,20.20909679,,inf,,13.87575207,6
150342,2.012E+14,0,4,2,0,18.16052084,6.736365596,inf,inf,inf,13.86827966,4
3426,1112111100,0,31,10,0,140.7440365,33.68182798,inf,inf,inf,7.505317105,8
91728,1.0121E+14,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,13.8559389,5
150624,2.012E+14,0,2,0,0,9.080260422,0,inf,,,13.79570811,4
421464,1.0011E+16,0,6,1,0,27.24078127,3.368182798,inf,inf,inf,13.79306869,8
31302,1E+13,0,14,8,0,63.56182295,26.94546238,inf,inf,inf,13.77003352,4
288536,1.1101E+15,0,0,2,0,0,6.736365596,,inf,,13.76572015,12
1044298,1.01111E+17,0,0,15,0,0,50.52274197,,inf,,13.76572015,10
101706,1.10101E+14,0,0,1,0,0,3.368182798,,inf,,13.71798854,10
273050,1.10111E+15,0,0,1,0,0,3.368182798,,inf,,13.71798854,7
627579,1.11001E+16,0,0,1,0,0,3.368182798,,inf,,13.71798854,8
910028,1.0021E+17,0,0,2,0,0,6.736365596,,inf,,13.71798854,11
924228,1.00211E+17,0,0,1,0,0,3.368182798,,inf,,13.71798854,10
929228,1.00211E+17,0,0,1,0,0,3.368182798,,inf,,13.71798854,12
1000813,1.011E+17,0,0,1,0,0,3.368182798,,inf,,13.71798854,7
1034366,1.0111E+17,0,0,1,0,0,3.368182798,,inf,,13.71798854,10
1374063,1.111E+17,0,0,1,0,0,3.368182798,,inf,,13.71798854,9
1237221,1.10111E+17,0,9,0,0,40.8611719,0,inf,,,13.68758295,16
859137,1.00111E+17,0,1,0,0,4.540130211,0,inf,,,13.64734144,10
763848,1.00001E+17,1,4,8,2.069129621,18.16052084,26.94546238,8.776888921,13.02260724,10.89974808,5.4027994,4
98931,1.101E+14,0,1,0,0,4.540130211,0,inf,,,13.62039063,6
1150530,1.10001E+17,0,1,0,0,4.540130211,0,inf,,,13.62039063,11
581017,1.10011E+16,0,0,1,0,0,3.368182798,,inf,,13.61576061,8
1267259,1.10201E+17,0,1,0,0,4.540130211,0,inf,,,13.58165116,12
186364,2.1121E+14,1,0,8,2.069129621,0,26.94546238,0,13.02260724,6.511303621,13.5376975,10
1235256,1.10111E+17,14,0,27,28.96781469,0,90.94093555,0,3.139378532,1.569689266,13.53043139,10
1275277,1.1021E+17,0,0,1,0,0,3.368182798,,inf,,13.50919284,6
840669,1.0011E+17,0,1,6,0,4.540130211,20.20909679,inf,inf,inf,13.48935547,11
91662,1.0121E+14,0,1,0,0,4.540130211,0,inf,,,13.48047199,6
251352,1.1E+15,3,0,30,6.207388862,0,101.0454839,0,16.27825905,8.139129527,13.47737494,6
134222,2.0011E+14,0,0,213,0,0,717.422936,,inf,,13.47467664,7
61291,1.121E+13,0,0,1,0,0,3.368182798,,inf,,13.47273119,10
167097,2.102E+14,0,0,1,0,0,3.368182798,,inf,,13.47273119,9
414715,1.00101E+16,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,13.47273119,12
166538,2.102E+14,0,3,0,0,13.62039063,0,inf,,,13.44223969,7
54474,1.11011E+13,0,0,3,0,0,10.10454839,,inf,,13.43796491,8
385281,1.00002E+16,0,0,1,0,0,3.368182798,,inf,,13.43796491,9
1062658,1.012E+17,0,0,2,0,0,6.736365596,,inf,,13.43796491,10
1029002,1.0111E+17,0,0,1,0,0,3.368182798,,inf,,13.43421713,10
