genotype,pre_freq,pre_n,post_freq,post_n,change
N-000000000000011010,0.00012716354645001766,63,0.0001486104919007282,3,0.16734044933029843
N-000000001000000110,8.881263561588535e-05,44,0.0001486104919007282,3,0.6658067194530283
N-000001010000100001,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000001101000000,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-001000000000000020,0.00011505273250239694,57,0.00019814732253430425,4,0.7160071825985751
N-000201101101110101,4.440631780794268e-05,22,4.953683063357606e-05,1,0.11299116672120754
N-000000010000100010,2.220315890397134e-05,11,0.0001486104919007282,3,5.447850162122606
N-000000200000020020,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000010000120010,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-011100110000010020,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000110001001020100,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-111101001011120021,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000001010001000,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-000010101110021000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000100000000101000,1.614775193016097e-05,8,9.907366126715212e-05,2,4.835963902133071
N-110000011001110000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010000000001000020,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000001000000101010,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-001201000111011010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000200011000000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000000110020000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-010210010110120010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001111200010000100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000100100000000001,6.055406973810365e-06,3,9.907366126715212e-05,2,13.183967223807933
N-000110000012120111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000010200000001000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-100000001012101020,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000100000000100,2.0184689912701216e-05,10,0.0001486104919007282,3,6.062198810426282
N-010200010110010101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000010000000020020,1.4129282938890851e-05,7,4.953683063357606e-05,1,2.340332178180613
N-011101010100120020,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001110000020000,2.0184689912701214e-06,1,9.907366126715212e-05,2,32.153781455625555
N-101000100000000001,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000000001100021000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000200011120120,2.0184689912701214e-06,1,9.907366126715212e-05,2,32.153781455625555
N-011010200110001120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000001002000100,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-100000001000000011,2.624009688651158e-05,13,4.953683063357606e-05,1,0.8552368166722739
N-110201101002010120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001010000002010000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100000000000120010,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-100110000002121010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101000200001120120,6.055406973810365e-06,3,9.907366126715212e-05,2,13.183967223807933
N-000000000010000110,3.229550386032194e-05,16,0.00019814732253430425,4,4.981207654034843
N-110000000010000100,2.0184689912701214e-06,1,9.907366126715212e-05,2,32.153781455625555
N-000110110012001111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110000200002010100,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-110010000000010000,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-101000201000000100,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000001010101101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001201001111021010,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-100110010010010111,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-000001200010000110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000001012000000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-010011010000020121,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000010000101010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100100200000001010,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-101000001000000010,1.614775193016097e-05,8,4.953683063357606e-05,1,1.9471402921736607
N-000000001001010011,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100001001000001000,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-010210010110120110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000001000100010,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-011200110010000000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101001210001120111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-011001200100020000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001200010000000,1.8166220921431094e-05,9,0.00019814732253430425,4,9.390536733906874
N-001100000000100000,3.4313972851592065e-05,17,9.907366126715212e-05,2,1.833826193606548
N-000200000000000020,2.624009688651158e-05,13,9.907366126715212e-05,2,2.6737630443856966
N-010011010111120000,0.0,0,0.0002476841531678803,5,247.6841531678803
N-010000201111011010,4.2387848816672555e-05,21,4.953683063357606e-05,1,0.16476921561864538
N-001000000000100001,1.614775193016097e-05,8,0.0001486104919007282,3,7.7247875120924805
N-111010000010010010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000000002000100,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-000100100000010000,2.0184689912701214e-06,1,0.0001486104919007282,3,48.56502529375815
N-010101200000100000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-110211001112111111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110111001010101110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101000201111120000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000001001000001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010101200000010000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-011111210101000111,5.449866276429328e-05,27,4.953683063357606e-05,1,-0.08940453487664142
N-010011210000000101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100001010000000010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000010100101000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-000000001001101120,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-110001200010020100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001000010100020,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000101110021000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110001000001000000,8.073875965080486e-06,4,9.907366126715212e-05,2,10.028766720227528
N-000201000000000100,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-111110201101121001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101101201111120010,4.036937982540243e-06,2,9.907366126715212e-05,2,18.86795581244832
N-111111110012001101,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-010010000001000000,1.4129282938890851e-05,7,0.0001486104919007282,3,8.888802562885795
N-000101201002000100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000200001110101120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001010010110100000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001101000000000100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000010000002000021,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-010000000100000010,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-000200000001020000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000001000010010,1.614775193016097e-05,8,4.953683063357606e-05,1,1.9471402921736607
N-000000001110110100,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-010101200000000001,2.0184689912701214e-06,1,9.907366126715212e-05,2,32.153781455625555
N-000111001011110121,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000001001000000100,3.0277034869051824e-05,15,0.00019814732253430425,4,5.36720595056655
N-010101010000100000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110000010110120110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000010102000000,1.211081394762073e-05,6,9.907366126715212e-05,2,6.632909876301987
N-000000210010020010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000011001000000,1.614775193016097e-05,8,0.0001486104919007282,3,7.7247875120924805
N-011010110112000011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100010000000100010,2.0184689912701214e-06,1,9.907366126715212e-05,2,32.153781455625555
N-000101101000010000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000011010111120000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100000100011000001,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100001200001121100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101010110110110011,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000000200000000011,1.8166220921431094e-05,9,9.907366126715212e-05,2,4.221355930174672
N-110011100001000000,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-000000000010020010,4.036937982540243e-06,2,9.907366126715212e-05,2,18.86795581244832
N-001100000000020000,1.614775193016097e-05,8,4.953683063357606e-05,1,1.9471402921736607
N-010200000000001000,1.4129282938890851e-05,7,4.953683063357606e-05,1,2.340332178180613
N-000000000011000001,2.220315890397134e-05,11,9.907366126715212e-05,2,3.3129326347898265
N-000100200000010000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100000000000111111,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-100210000000000010,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-000010100000000100,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-001210000000001121,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-010000001000020000,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-000210210102021021,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-010111111011000111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000000000020010,6.660947671191402e-05,33,9.907366126715212e-05,2,0.4801721021088355
N-000000100000000100,9.688651158096584e-05,48,0.00034675781443503244,7,2.5526632711534325
N-111000200000101010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100010110101111000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000010012000000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000000000000100110,5.248019377302316e-05,26,9.907366126715212e-05,2,0.8712284718316028
N-011000000001000010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000110000000100000,1.8166220921431094e-05,9,4.953683063357606e-05,1,1.6367655283085718
N-100210001000000000,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-000210101000021000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001001000000100001,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000010000000101000,1.211081394762073e-05,6,0.0001486104919007282,3,10.411228356869374
N-100000000010010000,2.624009688651158e-05,13,9.907366126715212e-05,2,2.6737630443856966
N-001000000010100000,2.422162789524146e-05,12,0.0002476841531678803,5,8.859956470724052
N-000010000100010000,1.4129282938890851e-05,7,9.907366126715212e-05,2,5.614567370533204
N-000100000010001000,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-101010001000000000,2.624009688651158e-05,13,4.953683063357606e-05,1,0.8552368166722739
N-110001101000010000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000000001011000,1.614775193016097e-05,8,9.907366126715212e-05,2,4.835963902133071
N-100001201011120120,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000100000012111010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001000010000020,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-100011010000120101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101001201011100010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000100000000110,2.624009688651158e-05,13,0.0001486104919007282,3,4.49228927209912
N-000111000000000000,2.8258565877781702e-05,14,4.953683063357606e-05,1,0.7272490676637229
N-000000100001020000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-001010111102101010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000100002010000,1.8166220921431094e-05,9,9.907366126715212e-05,2,4.221355930174672
N-000101201001010100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001001000001000000,3.835091083413231e-05,19,9.907366126715212e-05,2,1.5431091465448352
N-001000000101001001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100200101111110011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000000100000110,1.614775193016097e-05,8,9.907366126715212e-05,2,4.835963902133071
N-111100110001000010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000211000000000000,6.055406973810365e-06,3,9.907366126715212e-05,2,13.183967223807933
N-110011210001020001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110000001010101120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001000000010001,1.4129282938890851e-05,7,0.0001486104919007282,3,8.888802562885795
N-101110010100111111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110000200000010000,2.0184689912701214e-06,1,9.907366126715212e-05,2,32.153781455625555
N-000001110000100000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000000000000101020,4.440631780794268e-05,22,4.953683063357606e-05,1,0.11299116672120754
N-001010201002111010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000101000000010,1.4129282938890851e-05,7,0.0001486104919007282,3,8.888802562885795
N-010100110000100100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000100000001100,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000001001000100100,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-000010000000100100,1.8166220921431094e-05,9,9.907366126715212e-05,2,4.221355930174672
N-001110000000000000,9.28495735984256e-05,46,9.907366126715212e-05,2,0.06631982895691005
N-100000000001001010,1.614775193016097e-05,8,4.953683063357606e-05,1,1.9471402921736607
N-000101200000020000,0.0,0,0.0001486104919007282,3,148.6104919007282
N-000000011010001110,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-001000001000000020,1.614775193016097e-05,8,4.953683063357606e-05,1,1.9471402921736607
N-001010101002100010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000011001001120100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001001002000020,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000000000011001,9.688651158096584e-05,48,9.907366126715212e-05,2,0.022343728986370128
N-000100000000000110,1.8166220921431094e-05,9,4.953683063357606e-05,1,1.6367655283085718
N-010111000012120021,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000001010100000,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-100000201100100000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000001001100000,4.844325579048292e-05,24,0.0002476841531678803,5,4.02968805739019
N-000000001110021001,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-001100000000000001,2.220315890397134e-05,11,4.953683063357606e-05,1,1.1780151074570466
N-110210010110110101,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000010210000020000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000200001100001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-111100201011001000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010100001011000000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000201010001000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001010010000101000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-010000000002000110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000110000000000,1.4129282938890851e-05,7,4.953683063357606e-05,1,2.340332178180613
N-001000101000100000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000100200000020110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000100210000020010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-011010201110111120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000000000101000,7.46833526769945e-05,37,4.953683063357606e-05,1,-0.33225962056332425
N-001110001112000020,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101010000000010100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001010100000001000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000100000000001010,1.211081394762073e-05,6,0.0001486104919007282,3,10.411228356869374
N-000200000110021000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000001000010100,1.4129282938890851e-05,7,4.953683063357606e-05,1,2.340332178180613
N-100100100002100000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110010000000000100,1.8166220921431094e-05,9,4.953683063357606e-05,1,1.6367655283085718
N-110000000101010000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100010100001000000,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-000100201001101001,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000201110021000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001101200000100100,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-110000010000100001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000000011011010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-001200010012110000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110000000000020100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010010011000000010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100000000001000011,2.220315890397134e-05,11,9.907366126715212e-05,2,3.3129326347898265
N-000000111000010000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100100000000000001,5.449866276429328e-05,27,4.953683063357606e-05,1,-0.08940453487664142
N-001201000000021010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100201211011000110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-111201001110021110,5.8535600746833526e-05,29,4.953683063357606e-05,1,-0.15114939633385785
N-010011200000010010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110000000000110000,4.036937982540243e-06,2,9.907366126715212e-05,2,18.86795581244832
N-100010000100020000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100010000000020000,2.220315890397134e-05,11,9.907366126715212e-05,2,3.3129326347898265
N-001101200000010000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000001000001100000,2.422162789524146e-05,12,9.907366126715212e-05,2,2.9677716951027144
N-010011000000010000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000001010001010,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-110110110012001110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000100200000111100,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-011010200110101120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101000000000000001,0.0001029419185547762,51,4.953683063357606e-05,1,-0.5137974040093966
N-110100000000100000,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-100001000000000020,1.211081394762073e-05,6,0.0001486104919007282,3,10.411228356869374
N-011001210111110011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001010010100001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000201001110120,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-001200000001000010,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-001001200000020000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-110010210002100000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100100000102011000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010001100000100000,4.036937982540243e-06,2,0.00019814732253430425,4,38.53737830892842
N-000210000002001000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001010000001020100,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-100101200100000000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-001010000001010000,4.036937982540243e-06,2,9.907366126715212e-05,2,18.86795581244832
N-000000211000100010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001101200002000000,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-100000010000000010,2.624009688651158e-05,13,4.953683063357606e-05,1,0.8552368166722739
N-101111010010010111,0.0,0,0.0001486104919007282,3,148.6104919007282
N-000000001011110010,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-011000001001010001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000011000000001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000011000000100,1.8166220921431094e-05,9,4.953683063357606e-05,1,1.6367655283085718
N-000000100000020011,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-111010001001010101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100011110000020000,6.055406973810365e-06,3,9.907366126715212e-05,2,13.183967223807933
N-010000000010000001,6.055406973810365e-06,3,0.0001486104919007282,3,20.205083201590153
N-100011010111120000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110110100112001101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101011200011120011,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-101001210002000020,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010101100000000000,1.4129282938890851e-05,7,9.907366126715212e-05,2,5.614567370533204
N-101010101002101010,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-110000000000000020,3.835091083413231e-05,19,9.907366126715212e-05,2,1.5431091465448352
N-001201210000000010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000010000010001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000001011020000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-001100001000020000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-011001100000100000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000200010000001000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-100000000000100001,5.6517131755563404e-05,28,9.907366126715212e-05,2,0.7398931103248625
N-001001010000000100,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000001000120000,1.8166220921431094e-05,9,9.907366126715212e-05,2,4.221355930174672
N-001000200000011000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-011110001002000021,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001100001000000000,1.614775193016097e-05,8,4.953683063357606e-05,1,1.9471402921736607
N-000210210011100001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001001010101120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000000000011100,8.073875965080486e-05,40,9.907366126715212e-05,2,0.22431098409953326
N-110000100000000000,7.266488368572438e-05,36,9.907366126715212e-05,2,0.35849887029069655
N-111111201101121000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000101200010111000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000110000000010000,1.211081394762073e-05,6,0.00019814732253430425,4,14.189546837436762
N-100101200000020000,2.0184689912701214e-06,1,9.907366126715212e-05,2,32.153781455625555
N-000000200002020000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-100000000100021000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-101101001011020121,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-010011200100101120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000011200110020000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000200200011110000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-101101201111100100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000200010000000000,5.6517131755563404e-05,28,4.953683063357606e-05,1,-0.12136038270566517
N-001000200000010000,8.073875965080486e-06,4,0.0001486104919007282,3,15.48804683648782
N-001001000000001100,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000001110101121,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000100001000100000,6.055406973810365e-06,3,9.907366126715212e-05,2,13.183967223807933
N-000000101110101121,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101000200001000010,5.8535600746833526e-05,29,9.907366126715212e-05,2,0.6809045346279582
N-000001000000110000,2.220315890397134e-05,11,4.953683063357606e-05,1,1.1780151074570466
N-000001201001010000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110210210110010101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000000000000021,0.00013120048443255791,65,4.953683063357606e-05,1,-0.6177258286874324
N-101101200000000000,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-100101110010010111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001100010000011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000101200000010100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000100000010010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-010001000000000011,4.036937982540243e-06,2,0.0001486104919007282,3,28.70266706068837
N-000210200102021011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-011011110100000000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-010000000001100000,1.614775193016097e-05,8,0.0001486104919007282,3,7.7247875120924805
N-011000000000020100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000010000001100,1.8166220921431094e-05,9,0.0002476841531678803,5,11.975127135772976
N-000000101000001100,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-101200000000020001,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000100010000001000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-000000100002000110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110000000000001100,2.0184689912701216e-05,10,4.953683063357606e-05,1,1.3855355373069143
N-010100000000100010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000001200000000010,0.0,0,0.0001486104919007282,3,148.6104919007282
N-010000000110001000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000000000011000,6.660947671191402e-05,33,9.907366126715212e-05,2,0.4801721021088355
N-000201200000000100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000101001000000000,2.422162789524146e-05,12,9.907366126715212e-05,2,2.9677716951027144
N-100100200000000000,2.422162789524146e-05,12,9.907366126715212e-05,2,2.9677716951027144
N-000011000000100000,2.422162789524146e-05,12,4.953683063357606e-05,1,1.0037101032289353
N-100000000010000010,4.440631780794268e-05,22,9.907366126715212e-05,2,1.2039589664689083
N-001010001001120100,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
